Year,Yearly Rank,Source,Prefix,CH,40,10,PK,High,Verified,Artist,Artist Inverted,Featured,UnFeatured,Album,B-Side,Track,Time,Time Source,explicit,Time (Album),Artist ID,SYMBL,ReIssue,Label/Number,Media,Stereo (55-68),Pic Sleeve,Genre,Comments,Written By,Temp 1,Date Entered,Date Peaked,1st Week,2nd Week,3rd Week,4th Week,5th Week,6th Week,7th Week,8th Week,9th Week,10th Week,11th Week,12th Week,13th Week,14th Week,15th Week,16th Week,17th Week,18th Week,19th Week,20th Week,21st Week,22nd Week,23rd Week,24th Week,25th Week,26th Week,27th Week,28th Week,29th Week,30th Week,31st Week,32nd Week,33rd Week,34th Week,35th Week,36th Week,37th Week,38th Week,39th Week,40th Week,41st Week,42nd Week,43rd Week,44th Week,45th Week,46th Week,47th Week,48th Week,49th Week,50th Week,51st Week,52nd Week,53rd Week,54th Week,55th Week,56th Week,57th Week,58th Week,59th Week,60th Week,61st Week,62nd Week,63rd Week,64th Week,65th Week,66th Week,67th Week,68th Week,69th Week,70th Week,71st Week,72nd Week,73rd Week,74th Week,75th Week,76th Week,77th Week,78th Week,79th Week,80th Week,81st Week,82nd Week,83rd Week,84th Week,85th Week,86th Week,87th Week,88th Week,89th Week,90th Week,91st Week
1980,246.0,a,1980_246b,10.0,,,,-1,,"Kings, The","Kings, The",,,,Switchin' To Glide*,The Beat Goes On,3:08,,,,,,,Elektra 47052B,45s,--,n,,,"David Diamond, Aryan Zero",651,1980-11-22,,B56,B50,B44,B43,B70,B84,B84,B87,B87,B99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,414.0,a,1980_414,3.0,0.0,0.0,2.0,79,,Chic,Chic,,,Real People - Atlantic 16016,,Real People,3:45,,,,,,,Atlantic 3768,45s,--,,Rock,,,56,1980-11-15,1980-11-22,89,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,414.0,a,1980_414b,2.0,,,,-1,,Chic,Chic,,,Real People - Atlantic 16016,,Chip Off The Old Block,5:00,,,,,,,Atlantic 3768,45s,--,,Rock,,,56,1980-11-22,,B79,B79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,156.0,a,1979_156,12.0,6.0,0.0,1.0,24,,Queen,Queen,,,Jazz - Elektra 166,Fat Bottomed Girls*,Bicycle Race,3:01,,,,,,,Elektra 45541A,45s,--,y,Rock,,,637,1978-11-11,1979-01-13,70,56,45,41,31,27,25,25,25,24,59,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,156.0,b,1979_156b,12.0,,,,-1,,Queen,Queen,,,Jazz - Elektra 166,Bicycle Race*,Fat Bottomed Girls,3:22,,,,,,,Elektra 45541B,45s,--,y,Rock,,,637,1978-11-11,,B70,B56,B45,B41,B31,B27,B25,B25,B25,B24,B59,B96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,132.0,a,1978_132,15.0,7.0,0.0,2.0,20,t,Jackson Browne,"Browne, Jackson",,,Running On Empty - Asylum 113,The Load-Out*,Stay,3:14,45,,,,,,Asylum 45485 A,45s,--,y,Rock,,Maurice Williams; Jackson Browne,839,1978-06-10,1978-08-12,73,63,53,45,38,32,27,23,21,20,20,58,66,72,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,132.0,a,1978_132b,8.0,,,,-1,,Jackson Browne,"Browne, Jackson",,,Running On Empty - Asylum 113,Stay*,The Load-Out,5:38,,,,,,,Asylum 45485 B,45s,--,y,Rock,,,839,1978-07-08,,B38,,,,B21,B20,B20,B58,B66,B72,B100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,376.0,a,1978_376,7.0,0.0,0.0,2.0,74,,Debby Boone,"Boone, Debby",,,Midstream - Warner Bros. 3130,,God Knows,3:25,,,,,,,Warner Bros. 8554 A,45s,--,y,,,Van McCoy,146,1978-05-27,1978-06-24,86,82,79,76,74,74,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,376.0,a,1978_376b,3.0,,,,-1,,Debby Boone,"Boone, Debby",,,You Light Up My Life - Warner Bros. 3118,,"Baby, I'm Yours",2:36,,,,,,,Warner Bros. 8554 B,45s,--,y,,,,146,1978-05-27,,B86,B82,B79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,176.0,a,1977_176,13.0,5.0,0.0,1.0,31,,Elvis Presley,"Presley, Elvis",,,Moody Blue,She Thinks I Still Care,Moody Blue,2:48,,,,,,,RCA PB-10857 A,45s,--,,Rock,,Dickey Lee Lipscomb,677,1976-12-25,1977-03-05,82,82,59,56,46,42,39,37,35,33,31,44,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,176.0,a,1977_176b,13.0,,,,-1,,Elvis Presley,"Presley, Elvis",,,Moody Blue,,She Thinks I Still Care,3:45,,,,,,,RCA PB-10857 B,45s,--,,Rock,,,677,1976-12-25,,B82,B82,B59,B56,B46,B42,B39,B37,B35,B33,B31,B44,B56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,252.0,a,1977_252,11.0,0.0,0.0,2.0,48,t,"Undisputed Truth, The","Undisputed Truth, The",,,,(instrumental),You + Me = Love,3:30,45,,,,,,Whitfield 8306 A,45s,--,n,Rock,,Norman Whitfield,290,1977-02-19,1977-03-19,75,64,64,58,48,48,100,,,,,94,91,91,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,252.0,a,1977_252b,5.0,,,,-1,,"Undisputed Truth, The","Undisputed Truth, The",,,,,Let's Go Down To The Disco,3:35,,,,,,,Whitfield 8306 B,45s,--,n,Rock,,,290,1977-02-19,,B75,B64,B64,B58,B48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,308.0,a,1977_308,6.0,0.0,0.0,1.0,62,,Klaatu,Klaatu,,,,Calling Occupants*,Sub-Rosa Subway,3:15,,,,,,,Capitol 4412 A,45s,--,n,,,"Klaatoons (Terry Draper, Dee Long, John Woloschuck)",177,1977-04-02,1977-04-30,85,75,75,65,62,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,308.0,a,1977_308b,6.0,,,,-1,,Klaatu,Klaatu,,,3:47 EST,Sub-Rosa Subway*,Calling Occupants,3:20,,,,,,,Capitol 4412 B,45s,--,n,,,"Klaatoons (Terry Draper, Dee Long, John Woloschuck)",177,1977-04-02,,B85,B75,B75,B65,B62,B67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,347.0,a,1977_347,7.0,0.0,0.0,1.0,71,,Grace Jones,"Jones, Grace",,,,,Sorry,3:58,,,,,,,Beam Junct. 102 A,45s,--,,Rock,,,105,1977-01-22,1977-02-26,98,97,94,87,78,71,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,347.0,a,1977_347b,7.0,,,,-1,,Grace Jones,"Jones, Grace",,,,,That's The Trouble,3:36,,,,,,,Beam Junct. 102 B,45s,--,,Rock,"B-Side to ""Sorry""",,105,1977-01-22,,B98,B97,B94,B87,B78,B71,B77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,72.0,a,1976_072,21.0,13.0,3.0,1.0,7,p,KISS,KISS,,,Destroyer - Casablanca 7025,Detroit Rock City,Beth,2:45,,,,,,,Casablanca 863,45s,--,n,Rock,,"Paul Stanley Eisen, Bob Ezrin",1487,1976-09-04,1976-12-04,79,57,44,30,24,20,18,17,15,13,11,9,8,7,12,23,41,41,57,67,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,72.0,a,1976_072b,3.0,,,,-1,p,KISS,KISS,,,Destroyer - Casablanca 7025,Beth,Detroit Rock City,2:57,,,,,,,Casablanca 863,45s,--,n,Rock,,"Paul Stanley, B. Ezrin",1487,1976-09-04,,B79,B57,B44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,117.0,a,1976_117,11.0,5.0,0.0,1.0,14,,Elton John,"John, Elton",,,,Grow Some Funk Of Your Own*,Grow Some Funk Of Your Own,4:45,,,,,,,MCA 40505 A,45s,--,,Rock,,"Elton John, Bernie Taupin",679,1976-01-24,1976-02-28,55,31,22,17,15,14,42,42,54,67,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,117.0,a,1976_117b,11.0,,,,-1,,Elton John,"John, Elton",,,,I Feel Like A Bullet (In The Gun Of Robert Ford)*,I Feel Like A Bullet (In The Gun Of Robert Ford),5:30,,,,,,,MCA 40505 B,45s,--,,Rock,,,679,1976-01-24,,B55,B31,B22,B17,B15,B14,B42,B42,B54,B67,B98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,168.0,a,1976_168,11.0,5.0,0.0,1.0,28,,Elvis Presley,"Presley, Elvis",,,"Elvis Presley Boulevard, Memphis Tennessee",For The Heart,Hurt,2:05,,,,,,,RCA PB-10601 A,45s,--,,Rock,,"Jimmy Crane, Al Jacobs",603,1976-03-27,1976-05-29,85,75,64,53,42,38,34,30,30,28,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,168.0,a,1976_168b,10.0,,,,-1,,Elvis Presley,"Presley, Elvis",,,"Elvis Presley Boulevard, Memphis Tennessee",,For The Heart,3:20,,,,,,,RCA PB-10601 B,45s,--,,Rock,,,603,1976-04-03,,B75,B64,B53,B42,B38,B34,B30,B30,B28,B54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,175.0,a,1976_175,9.0,5.0,0.0,1.0,29,,Helen Reddy,"Reddy, Helen",,,"Music, Music - Capitol 11547",Music Is My Life*,I Can't Hear You No More,2:49,,,,,,,Capitol 4312 A,45s,--,,Vocal,,Alan Gorden,495,1976-08-07,1976-09-11,78,59,38,33,30,29,32,44,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,175.0,a,1976_175b,6.0,,,,-1,,Helen Reddy,"Reddy, Helen",,,"Music, Music - Capitol 11547",I Can't Hear You No More*,Music Is My Life,2:29,,,,,,,Capitol 4312 B,45s,--,,Vocal,,,495,1976-08-28,,B33,B30,B29,B32,B44,B96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,180.0,a,1976_180,9.0,4.0,0.0,2.0,30,,Olivia Newton-John,"Newton-John, Olivia",,,,He Ain't HeavyÉHe's My Brother*,Let It Shine,2:26,,,,,,,MCA 40495,45s,--,,Rock,,"Bobby Scott, Bob Russell",503,1975-12-06,1976-01-17,75,63,53,43,36,34,30,30,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,180.0,b,1976_180b,9.0,,,,-1,,Olivia Newton-John,"Newton-John, Olivia",,,,Let It Shine*,"He Ain't Heavy, He's My Brother",3:53,,,,,,,MCA 40495,45s,--,,Rock,,,503,1975-12-06,,B75,B63,B53,B43,B36,B34,B30,B30,B62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,383.0,a,1976_383,4.0,0.0,0.0,1.0,72,t,Biddu Orchestra,Biddu Orchestra,,,Biddu Orchestra - Epic 33903,,I Could Have Danced All Night,3:00,45,,,,I,,Epic 50173 A,45s,--,n,,,"Frederick Loewe, Alan Jay Lerner",86,1976-01-10,1976-01-31,86,84,76,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,383.0,a,1976_383b,4.0,,,,-1,t,Biddu Orchestra,Biddu Orchestra,,,Biddu Orchestra - Epic 33903,,Jump For Joy,3:09,45,,,,I,,Epic 50173 B,45s,--,n,,,,86,1976-01-10,,B86,B84,B76,B72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,476.0,a,1976_476,4.0,0.0,0.0,1.0,91,,Houston Person,"Person, Houston",,,,,Disco Sax,3:00,,,,,I,,Westbound 5015 A,45s,--,,,,,36,1976-01-17,1976-02-07,93,92,92,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,476.0,a,1976_476b,4.0,,,,-1,,Houston Person,"Person, Houston",,,,,For The Love Of You,3:26,,,,,I,,Westbound 5015 B,45s,--,,,,,36,1976-01-17,,B93,B92,B92,B91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,47.0,a,1975_047,14.0,10.0,5.0,2.0,3,,Ringo Starr,"Starr, Ringo",,,Goodnight Vienna,Snookeroo,No No Song,2:30,,,,,,,Apple 1880 A,45,--,n,Rock,,"Elton John, Bernie Taupin",1101,1975-02-08,1975-04-05,78,58,40,31,25,14,9,6,3,3,4,24,51,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,47.0,a,1975_047b,14.0,,,,-1,,Ringo Starr,"Starr, Ringo",,,Goodnight Vienna,No No Song,Snookeroo,3:27,,,,,,,Apple 1880 B,45,--,n,Rock,,,1101,1975-02-08,,B78,B58,B40,B31,B25,B14,B9,B6,B3,B3,B4,B24,B51,B67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,66.0,a,1975_066,17.0,10.0,3.0,2.0,5,,Joe Cocker,"Cocker, Joe",,,I Can Stand a Little Rain,It's A Sin When You Love Somebody,You Are So Beautiful,2:39,,,,,,,A&M 1641 A,45,--,,Rock,,Jimmy Webb,1169,1975-01-11,1975-03-29,85,74,64,53,43,35,28,24,16,12,7,5,5,18,32,58,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,66.0,a,1975_066b,4.0,,,,-1,,Joe Cocker,"Cocker, Joe",,,,You Are So Beautiful,It's A Sin When You Love Somebody,3:46,,,,,,,A&M 1641 B,45,--,,Rock,,,1169,1975-01-18,,B74,B64,B53,B43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,142.0,a,1975_142,14.0,7.0,0.0,2.0,15,,Jackson 5,Jackson 5,,,Dancing Machine - Motown 780,(Part II),I Am Love (Parts I & 2),,,,,,,,Motown 1310,45,--,,Rock,,"Donald Fenceton, Mel Larson, Gerald Marcellino, Roderick Rancifer",844,1975-01-18,1975-03-22,87,74,63,52,42,34,26,22,19,15,15,33,44,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,142.0,a,1975_142a,14.0,7.0,0.0,2.0,15,,Jackson 5,Jackson 5,,,Dancing Machine - Motown 780,,I Am Love,5:30,45,,,,,,Motown 1310 A,45,,,,,,,1975-01-18,1975-03-22,87,74,63,52,42,34,26,22,19,15,15,33,44,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,142.0,a,1975_142b,14.0,7.0,0.0,2.0,15,,Jackson 5,Jackson 5,,,Dancing Machine - Motown 780,,I Am Love II,2:26,45,,,,,,Motown 1310 B,45,,,,,,,1975-01-18,1975-03-22,87,74,63,52,42,34,26,22,19,15,15,33,44,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,190.0,a,1975_190,11.0,5.0,0.0,2.0,25,t,Tavares,Tavares,,,,My Ship,Remember What I Told You To Forget,3:19,45,,,,,,Capitol 4010 A,45s,--,n,Rock,,"Dennis Lambert, Brian Potter",584,1975-04-12,1975-06-07,91,80,69,59,48,40,36,30,25,25,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,190.0,a,1975_190b,6.0,,,,-1,,Tavares,Tavares,,,,,My Ship,3:26,,,,,,,Capitol 4010 B,45,--,n,Rock,,,584,1975-04-12,,B91,B80,B69,B59,B48,B40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,215.0,a,1975_215,7.0,3.0,0.0,2.0,31,t,Ringo Starr,"Starr, Ringo",,,Goodnight Vienna,Oo-Wee,It's All Down To Goodnight Vienna,2:58,45,,,,,,Apple 1882 A,45s,--,y,Rock,,John Lennon,361,1975-06-14,1975-07-12,82,63,52,39,31,31,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,215.0,a,1975_215b,7.0,,,,-1,t,Ringo Starr,"Starr, Ringo",,,Goodnight Vienna,It's All Down To Goodnight Vienna,Oo-Wee,3:15,45,,,,,,Apple 1882 B,45s,--,y,Rock,,"Ringo Starr, Vinnie Poncia",361,1975-06-14,,B82,B63,B52,B39,B31,B31,B63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,222.0,a,1975_222,9.0,2.0,0.0,2.0,33,,Bobby Vinton,"Vinton, Bobby",,,,Dick And Jane*,Beer Barrel Polka,2:31,,,,,,,ABC 12056 A,45,--,n,Vocal,,DeWayne Blackwell,388,1975-03-15,1975-04-19,86,75,63,52,42,33,33,52,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,222.0,a,1975_222b,9.0,,,,-1,,Bobby Vinton,"Vinton, Bobby",,,,Beer Barrel Polka*,Dick And Jane,3:16,,,,,,,ABC 12056 B,45,--,n,Vocal,,,388,1975-03-15,,B86,B75,B63,B52,B42,B33,B33,B52,B95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,232.0,a,1975_232,17.0,3.0,0.0,1.0,35,,Kool & The Gang,Kool & The Gang,,,,Summer Madness,Spirit Of The Boogie,3:15,,,,,,,De-Lite 1567,45,--,n,Rock,,"Robert Bell, Ronald Bell, George Brown, Robert Mickens, Claydes Smith, Alton Taylor, Dennis Thomas, Rick Westfield",660,1975-04-05,1975-07-12,92,82,72,62,62,61,61,69,77,67,56,46,38,38,35,62,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,232.0,a,1975_232b,6.0,,,,-1,,Kool & The Gang,Kool & The Gang,,,Light of Worlds,Spirit Of The Boogie,Summer Madness,4:16,,,,,I,,De-Lite 1567,45,--,n,Rock,,,660,1975-06-21,,B46,B38,B38,B35,B62,B92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,432.0,a,1975_432,7.0,0.0,0.0,1.0,78,,"Chi-Lites, The","Chi-Lites, The",,,Toby - Brunswick 754200,,Toby,3:44,,,,,,,Brunswick 55515 A,45s,--,,Rock,,,91,1975-03-01,1975-04-12,98,92,92,92,82,82,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,432.0,a,1975_432b,7.0,,,,-1,,"Chi-Lites, The","Chi-Lites, The",,,Toby - Brunswick 754200,,That's How Long,3:55,,,,,,,Brunswick 55515 B,45s,--,,Rock,,,91,1975-03-01,,B98,B92,B92,B92,B82,B82,B78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,31.0,a,1974_031,17.0,12.0,5.0,1.0,1,,Bachman-Turner Overdrive,Bachman-Turner Overdrive,,,Not Fragile (Mercury 1004),Free Wheelin',You Ain't Seen Nothin' Yet,3:29,,,,,,,Mercury 73622,45,,n,Rock,,Blair Thornton,1483,1974-09-21,1974-11-09,65,49,28,22,17,3,2,1,12,34,8,8,12,23,42,51,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,31.0,a,1974_031b,6.0,,,,-1,,Bachman-Turner Overdrive,Bachman-Turner Overdrive,,,Not Fragile (Mercury 1004),You Ain't Seen Nothin' Yet,Free Wheelin',3:44,,,,,,,Mercury 73622,45,,n,Rock,,,1483,1974-12-07,,B8,B12,B23,B42,B51,B67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,161.0,a,1974_161,17.0,9.0,0.0,2.0,21,t,Gladys Knight and the Pips,"Knight, Gladys & The Pips",,,I Feel a Song,Don't Burn Down The Bridge,I Feel A Song (In My Heart),3:14,,,,,,,Buddah 433,45,,n,Rock,,Miller,1016,1974-10-12,1974-12-14,92,81,69,59,47,37,29,23,23,21,21,23,29,39,47,45,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,161.0,a,1974_161b,2.0,,,,-1,,Gladys Knight and the Pips,"Knight, Gladys & The Pips",,,,I Feel A Song (In My Heart),Don't Burn Down The Bridge,4:08,,,,,,,Buddah 433 B,45,,n,Rock,"(B-Side) to ""I Feel A Song""",,1016,1975-01-25,,B45,B61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,236.0,a,1974_236,12.0,2.0,0.0,2.0,39,,Elvis Presley,"Presley, Elvis",,,Good Times,Take Good Care Of Her*,I've Got A Thing About You Baby,2:20,,,,,,,RCA Victor APBO-196,45,,,Rock,,Tony Joe White,565,1974-02-09,1974-03-23,90,72,53,47,45,42,39,39,44,53,61,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,236.0,a,1974_236b,7.0,,,,-1,,Elvis Presley,"Presley, Elvis",,,Good Times,I've Got A Thing About You Baby*,Take Good Care Of Her,2:52,,,,,,,RCA 196 B,45,,,Rock,,"Arthur Kent, Ed Warren ",565,1974-03-16,,B42,B39,B39,B44,B53,B61,B72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,254.0,a,1974_254,10.0,0.0,0.0,1.0,44,,James Brown,"Brown, James",,,,Coldblooded*,Funky President (People It's Bad),4:05,,,,,,,Polydor 14258 A,45s,,n,Rock,,James Brown,400,1974-11-09,1974-12-28,94,83,73,62,51,49,45,44,49,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,254.0,a,1974_254b,6.0,,,,-1,,James Brown,"Brown, James",,,,Funky President (People It's Bad)*,Coldblooded,4:45,,,,,,,Polydor 14258 B,45s,,n,Rock,,James Brown,400,1974-12-07,,B51,B49,B45,B44,B49,B60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,138.0,a,1973_138,12.0,7.0,0.0,1.0,17,p,Elvis Presley,"Presley, Elvis",,,Aloha From Hawaii Via Satellite,Fool,Steamroller Blues,3:07,,,,,,,RCA Victor 74-0910,45,,,Rock,,"James Last, Carl Sigman",796,1973-04-14,1973-06-02,80,60,44,30,26,23,19,17,21,28,50,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
